invoice_id,date,branch,city,customer_type,gender,product,category,quantity,unit_price,payment,rating,sales,sales_calculated,sales_difference
INV0429,2026-01-02,A,Jaipur,Normal,Male,Potato,Vegetables,10,34.76,Net Banking,4.1,347.6,347.59999999999997,5.684341886080802e-14
INV0430,2026-02-02,A,Jaipur,Member,Male,Noodles,Grocery,10,58.83,Cash,3.2,588.3,588.3,0.0
INV0431,2026-04-12,C,Mumbai,Normal,Male,Cheese,Dairy,7,233.42,Card,4.9,1633.94,1633.9399999999998,2.2737367544323206e-13
INV0432,2026-05-22,C,Mumbai,Member,Female,Potato,Vegetables,3,36.71,Card,4.3,110.13,110.13,0.0
INV0433,2026-05-09,B,Delhi,Normal,Male,Chocolate,Snacks,5,50.99,Cash,4.1,254.95,254.95000000000002,2.842170943040401e-14
INV0434,2026-04-19,C,Mumbai,Member,Female,Shampoo,Personal Care,9,187.51,Card,4.6,1687.59,1687.59,0.0
INV0435,2026-02-11,A,Jaipur,Normal,Male,Milk,Dairy,1,53.95,Card,5.0,53.95,53.95,0.0
INV0436,2026-04-26,C,Mumbai,Member,Male,Biscuits,Snacks,5,31.63,Card,3.2,158.15,158.15,0.0
INV0437,2026-04-08,B,Delhi,Normal,Female,Noodles,Grocery,9,54.02,UPI,3.8,486.18,486.18,0.0
INV0438,2026-06-12,C,Mumbai,Member,Female,Noodles,Grocery,5,51.07,Cash,4.4,255.35,255.35,0.0
INV0439,2026-04-25,C,Mumbai,Member,Male,Cold Drink,Beverages,10,65.48,Card,3.4,654.8,654.8000000000001,1.1368683772161603e-13
INV0440,2026-03-13,A,Jaipur,Member,Male,Cooking Oil,Grocery,9,161.1,Net Banking,4.1,1449.9,1449.8999999999999,2.2737367544323206e-13
INV0441,2026-01-11,B,Delhi,Member,Female,Cooking Oil,Grocery,5,152.02,Cash,3.3,760.1,760.1,0.0
INV0442,2026-05-27,C,Mumbai,Normal,Female,Chips,Snacks,10,32.48,Net Banking,4.1,324.8,324.79999999999995,5.684341886080802e-14
INV0443,2026-05-20,A,Jaipur,Member,Male,Tea,Beverages,3,120.49,Net Banking,4.1,361.47,361.46999999999997,5.684341886080802e-14
INV0444,2026-03-17,A,Jaipur,Normal,Female,Coffee,Beverages,4,171.97,Card,3.4,687.88,687.88,0.0
INV0445,2026-03-03,D,Bengaluru,Member,Female,Noodles,Grocery,1,57.85,Net Banking,4.8,57.85,57.85,0.0
INV0446,2026-03-07,B,Delhi,Member,Male,Bread,Bakery,6,41.17,Net Banking,4.1,247.02,247.02,0.0
INV0447,2026-01-12,C,Mumbai,Member,Female,Milk,Dairy,6,58.62,Net Banking,3.6,351.72,351.71999999999997,5.684341886080802e-14
INV0448,2026-02-23,B,Delhi,Member,Male,Tea,Beverages,2,120.27,UPI,4.3,240.54,240.54,0.0
INV0449,2026-06-25,B,Delhi,Member,Female,Bananas,Fruits,4,63.22,UPI,3.3,252.88,252.88,0.0
INV0450,2026-05-28,D,Bengaluru,Member,Female,Tea,Beverages,2,111.13,UPI,4.6,222.26,222.26,0.0
INV0451,2026-06-22,C,Mumbai,Member,Male,Bananas,Fruits,7,58.93,Net Banking,3.2,412.51,412.51,0.0
INV0452,2026-05-09,A,Jaipur,Member,Male,Chips,Snacks,10,32.55,Card,3.2,325.5,325.5,0.0
INV0453,2026-02-10,C,Mumbai,Member,Male,Chips,Snacks,8,32.68,Net Banking,4.1,261.44,261.44,0.0
INV0454,2026-06-23,B,Delhi,Member,Male,Apples,Fruits,9,146.65,Card,4.8,1319.85,1319.8500000000001,2.2737367544323206e-13
INV0455,2026-05-27,C,Mumbai,Member,Male,Milk,Dairy,9,55.47,UPI,4.2,499.23,499.23,0.0
INV0456,2026-02-17,A,Jaipur,Member,Male,Soap,Personal Care,6,42.91,Cash,3.4,257.46,257.46,0.0
INV0457,2026-03-16,C,Mumbai,Normal,Female,Chocolate,Snacks,10,46.92,UPI,4.3,469.2,469.20000000000005,5.684341886080802e-14
INV0458,2026-02-02,C,Mumbai,Member,Female,Shampoo,Personal Care,10,171.29,Card,4.3,1712.9,1712.8999999999999,2.2737367544323206e-13
INV0459,2026-04-26,B,Delhi,Normal,Female,Shampoo,Personal Care,2,173.81,Net Banking,3.7,347.62,347.62,0.0
INV0460,2026-02-13,C,Mumbai,Member,Female,Cold Drink,Beverages,10,61.38,Net Banking,3.0,613.8,613.8000000000001,1.1368683772161603e-13
INV0461,2026-06-23,B,Delhi,Member,Female,Eggs,Dairy,7,93.06,Cash,4.5,651.42,651.4200000000001,1.1368683772161603e-13
INV0462,2026-06-15,D,Bengaluru,Member,Male,Potato,Vegetables,5,34.69,Cash,4.2,173.45,173.45,0.0
INV0463,2026-01-05,C,Mumbai,Member,Male,Biscuits,Snacks,4,31.88,UPI,4.7,127.52,127.52,0.0
INV0464,2026-05-20,A,Jaipur,Member,Male,Cold Drink,Beverages,10,65.82,Card,4.8,658.2,658.1999999999999,1.1368683772161603e-13
INV0465,2026-04-29,D,Bengaluru,Normal,Female,Biscuits,Snacks,4,29.36,Cash,4.0,117.44,117.44,0.0
INV0466,2026-04-25,A,Jaipur,Normal,Male,Apples,Fruits,1,136.95,Cash,3.3,136.95,136.95,0.0
INV0467,2026-01-17,B,Delhi,Member,Female,Tomato,Vegetables,1,48.16,Cash,3.5,48.16,48.16,0.0
INV0468,2026-05-01,B,Delhi,Normal,Female,Bread,Bakery,9,41.08,Net Banking,4.8,369.72,369.71999999999997,5.684341886080802e-14
INV0469,2026-05-29,A,Jaipur,Member,Female,Bread,Bakery,6,43.08,Card,4.1,258.48,258.48,0.0
INV0470,2026-04-07,B,Delhi,Member,Male,Apples,Fruits,6,143.44,Card,4.9,860.64,860.64,0.0
INV0471,2026-05-09,B,Delhi,Member,Female,Cheese,Dairy,6,216.69,UPI,4.8,1300.14,1300.1399999999999,2.2737367544323206e-13
INV0472,2026-02-17,D,Bengaluru,Normal,Male,Cooking Oil,Grocery,9,143.52,Cash,3.3,1291.68,1291.68,0.0
INV0473,2026-05-03,A,Jaipur,Normal,Female,Eggs,Dairy,6,88.77,Net Banking,3.4,532.62,532.62,0.0
INV0474,2026-06-11,B,Delhi,Member,Male,Bananas,Fruits,1,55.42,Cash,4.0,55.42,55.42,0.0
INV0475,2026-06-19,B,Delhi,Member,Female,Bread,Bakery,3,37.86,UPI,4.6,113.58,113.58,0.0
INV0476,2026-04-16,A,Jaipur,Normal,Male,Chocolate,Snacks,8,49.59,Cash,4.2,396.72,396.72,0.0
INV0477,2026-06-02,B,Delhi,Member,Female,Chips,Snacks,5,35.89,Net Banking,4.2,179.45,179.45,0.0
INV0478,2026-06-05,B,Delhi,Member,Female,Apples,Fruits,2,137.43,Cash,3.2,274.86,274.86,0.0
INV0479,2026-05-04,D,Bengaluru,Member,Male,Chips,Snacks,9,35.56,UPI,4.3,320.04,320.04,0.0
INV0480,2026-05-04,A,Jaipur,Normal,Female,Bananas,Fruits,6,60.21,Cash,4.6,361.26,361.26,0.0
INV0481,2026-05-03,D,Bengaluru,Member,Male,Coffee,Beverages,10,182.56,Card,4.5,1825.6,1825.6,0.0
INV0482,2026-07-01,A,Jaipur,Member,Male,Soap,Personal Care,9,45.71,UPI,4.5,411.39,411.39,0.0
INV0483,2026-04-15,A,Jaipur,Member,Male,Cold Drink,Beverages,9,65.23,Card,3.7,587.07,587.07,0.0
INV0484,2026-06-06,B,Delhi,Member,Female,Bananas,Fruits,5,61.46,Card,3.6,307.3,307.3,0.0
INV0485,2026-03-06,D,Bengaluru,Member,Female,Chocolate,Snacks,9,49.31,Net Banking,5.0,443.79,443.79,0.0
INV0486,2026-01-26,C,Mumbai,Normal,Female,Apples,Fruits,2,145.28,Cash,3.4,290.56,290.56,0.0
INV0487,2026-04-10,D,Bengaluru,Normal,Male,Tea,Beverages,10,125.78,Cash,4.9,1257.8,1257.8,0.0
INV0488,2026-01-17,A,Jaipur,Normal,Female,Rice,Grocery,8,73.62,UPI,3.5,588.96,588.96,0.0
INV0489,2026-06-02,C,Mumbai,Normal,Female,Rice,Grocery,7,71.22,Card,3.1,498.54,498.53999999999996,5.684341886080802e-14
INV0490,2026-01-09,B,Delhi,Normal,Female,Tomato,Vegetables,4,44.56,Cash,4.6,178.24,178.24,0.0
INV0491,2026-01-23,B,Delhi,Member,Male,Chips,Snacks,1,33.15,Cash,5.0,33.15,33.15,0.0
INV0492,2026-01-24,D,Bengaluru,Member,Male,Coffee,Beverages,7,184.89,UPI,4.1,1294.23,1294.23,0.0
INV0493,2026-04-14,C,Mumbai,Member,Male,Coffee,Beverages,5,193.34,Net Banking,4.1,966.7,966.7,0.0
INV0494,2026-01-30,C,Mumbai,Member,Female,Cooking Oil,Grocery,2,147.77,Card,4.6,295.54,295.54,0.0
INV0495,2026-05-25,C,Mumbai,Member,Female,Noodles,Grocery,10,57.76,Net Banking,4.0,577.6,577.6,0.0
INV0496,2026-01-30,B,Delhi,Normal,Male,Tea,Beverages,8,128.86,Net Banking,3.5,1030.88,1030.88,0.0
INV0497,2026-05-13,D,Bengaluru,Normal,Female,Eggs,Dairy,4,92.55,Card,4.1,370.2,370.2,0.0
INV0498,2026-05-22,C,Mumbai,Normal,Female,Eggs,Dairy,7,86.94,UPI,4.9,608.58,608.5799999999999,1.1368683772161603e-13
INV0499,2026-02-21,D,Bengaluru,Member,Male,Tea,Beverages,10,117.19,Net Banking,3.5,1171.9,1171.9,0.0
INV0500,2026-01-28,B,Delhi,Normal,Female,Face Wash,Personal Care,4,114.37,Cash,3.2,457.48,457.48,0.0
